old_id	sense.julieartem	cues.julieartem	confidence.julieartem	comments.julieartem	sense.woordenschatjes	cues.woordenschatjes	confidence.woordenschatjes	comments.woordenschatjes	_ctxt.juliartem	_ctxt.woordenschatjes	_id	_ctxt.raw
zwart/adj/volkskrant_20000608_68/593	Kleur	R0,R2	5		zwart_1	R0	5.0		' Ik leef nog steeds met Frank , in zekere zin ' , zegt Gail Zappa , nu 55 jaar , in <span class='target'>zwarte</span> <em>sweater</em> en <em>lange</em> rok , grote bril , lang donkerblond haar . ' Hij is	' Ik leef nog steeds met Frank , in zekere zin ' , zegt Gail Zappa , nu 55 jaar , in <span class='target'>zwarte</span> <em>sweater</em> en lange rok , grote bril , lang donkerblond haar . ' Hij is	zwart/adj/volkskrant_20000608_68/649	"' Ik leef nog steeds met Frank , in zekere zin ' , zegt Gail Zappa , nu 55 jaar , in <span class=""target"">zwarte</span> sweater en lange rok , grote bril , lang donkerblond haar . ' Hij is"
zwart/adj/volkskrant_20021003_194/546	Slecht/ onvriendelijk (emotie)	R0	5		zwart_8	R0	4.0	"Ik twijfel tussen ""deprimerend"" en ""ongeluk zijnde""."	denken . De productie is grimmig en dichtgetimmerd , ongeveer zoals Earle klonk in zijn <span class='target'>zwartste</span> <em>dagen</em> , ten tijde van Copperhead Road en The Hard Way . Alsof de ernst	denken . De productie is grimmig en dichtgetimmerd , ongeveer zoals Earle klonk in zijn <span class='target'>zwartste</span> <em>dagen</em> , ten tijde van Copperhead Road en The Hard Way . Alsof de ernst	zwart/adj/volkskrant_20021003_194/596	"denken . De productie is grimmig en dichtgetimmerd , ongeveer zoals Earle klonk in zijn <span class=""target"">zwartste</span> dagen , ten tijde van Copperhead Road en The Hard Way . Alsof de ernst"
zwart/adj/volkskrant_19990121_6/241	Huidskleur	L2,L3	5		zwart_9	L15,L16,L3,L2	5.0		Om zijn show een feestelijk tintje te geven had Clinton een reeks eregasten uitgenodigd die hij om de beurt in het zonnetje zette : de honkbal-ster Sammy Sosa , een piloot die aan de bombardementen op Irak had meegedaan en Rosa Parks , de vrouw die het startschot gaf voor de strijd om <em>gelijke</em> <em>rechten</em> voor de <span class='target'>zwarten</span> . Het was een merkwaardig gezicht Clinton in zo'n triomfantelijke bui te zien , terwijl	Om zijn show een feestelijk tintje te geven had Clinton een reeks eregasten uitgenodigd die hij om de beurt in het zonnetje zette : de honkbal-ster Sammy Sosa , een piloot die aan de bombardementen op Irak had meegedaan en <em>Rosa</em> <em>Parks</em> , de vrouw die het startschot gaf voor de strijd om <em>gelijke</em> <em>rechten</em> voor de <span class='target'>zwarten</span> . Het was een merkwaardig gezicht Clinton in zo'n triomfantelijke bui te zien , terwijl	zwart/adj/volkskrant_19990121_6/259	"Om zijn show een feestelijk tintje te geven had Clinton een reeks eregasten uitgenodigd die hij om de beurt in het zonnetje zette : de honkbal-ster Sammy Sosa , een piloot die aan de bombardementen op Irak had meegedaan en Rosa Parks , de vrouw die het startschot gaf voor de strijd om gelijke rechten voor de <span class=""target"">zwarten</span> . Het was een merkwaardig gezicht Clinton in zo'n triomfantelijke bui te zien , terwijl"
zwart/adj/volkskrant_20000427_109/1729	Kleur	L1,R0	5		zwart_7	R0,L25	5.0		In de live televisie-uitzending van Het Zwanenmeer in een bewerking van Van Dantzig en Van Schayk , eind jaren tachtig , danste ze de dubbele hoofdrol van Odette/Odile , de <em>witte</em> en <span class='target'>zwarte</span> <em>zwaanprinses</em> . Ze ziet het na Live als tweede hoogtepunt uit haar carrière . Ook	In de live televisie-uitzending van Het <em>Zwanenmeer</em> in een bewerking van Van Dantzig en Van Schayk , eind jaren tachtig , danste ze de dubbele hoofdrol van Odette/Odile , de witte en <span class='target'>zwarte</span> <em>zwaanprinses</em> . Ze ziet het na Live als tweede hoogtepunt uit haar carrière . Ook	zwart/adj/volkskrant_20000427_109/1993	"In de live televisie-uitzending van Het Zwanenmeer in een bewerking van Van Dantzig en Van Schayk , eind jaren tachtig , danste ze de dubbele hoofdrol van Odette/Odile , de witte en <span class=""target"">zwarte</span> zwaanprinses . Ze ziet het na Live als tweede hoogtepunt uit haar carrière . Ook"
zwart/adj/volkskrant_20030823_124/77	geen	L3	5	Hierbij verwijst 'zwart' naar haarkleur.	zwart_9	L3	0.0	Twijfel tussen haarkleur en huidskleur.	En wie wint het hart van Alex , de baas van het reclamebureau : de <em>blonde</em> Lot of de <span class='target'>zwarte</span> Rabia ? Voorlopig heeft Rabia het initiatief , maar vlak Lot niet uit , want	En wie wint het hart van Alex , de baas van het reclamebureau : de <em>blonde</em> Lot of de <span class='target'>zwarte</span> Rabia ? Voorlopig heeft Rabia het initiatief , maar vlak Lot niet uit , want	zwart/adj/volkskrant_20030823_124/93	"En wie wint het hart van Alex , de baas van het reclamebureau : de blonde Lot of de <span class=""target"">zwarte</span> Rabia ? Voorlopig heeft Rabia het initiatief , maar vlak Lot niet uit , want"
zwart/adj/volkskrant_20040318_116/160	Kleur	R0	5		geen	R0	5.0	"""Zwart"" heeft hier de betekenis van ""moeilijkst	 meest uitdagend""."	Dag zes . Arno kwam thuis met een gebroken pols . ' Gevallen op de <span class='target'>zwarte</span> <em>piste</em> . ' Zou hij misschien nieuwsgierig zijn geweest naar Nieks leuke verpleegster ? De	Dag zes . Arno kwam thuis met een gebroken pols . ' Gevallen op de <span class='target'>zwarte</span> <em>piste</em> . ' Zou hij misschien nieuwsgierig zijn geweest naar Nieks leuke verpleegster ? De	zwart/adj/volkskrant_20040318_116/196	"Dag zes . Arno kwam thuis met een gebroken pols . ' Gevallen op de <span class=""target"">zwarte</span> piste . ' Zou hij misschien nieuwsgierig zijn geweest naar Nieks leuke verpleegster ? De"
zwart/adj/volkskrant_20030628_104/197	Kleur	R0	5		zwart_7	L11,L5	5.0		liggende reactie stelt wit in het gelijk . De uitslag had nog niet vastgestaan wanneer <span class='target'>zwart</span> <em>33</em> ...	liggende reactie stelt <em>wit</em> in het gelijk . De <em>uitslag</em> had nog niet vastgestaan wanneer <span class='target'>zwart</span> 33 ...	zwart/adj/volkskrant_20030628_104/237	"liggende reactie stelt wit in het gelijk . De uitslag had nog niet vastgestaan wanneer <span class=""target"">zwart</span> 33 ..."
zwart/adj/volkskrant_20001223_149/393	Donker/duister (neutraal)	R0	5		zwart_1	R0	5.0		wil een precieze omschrijving van Laura . Boris beschrijft het bleke gezicht , de lange <span class='target'>zwarte</span> <em>haren</em> en de melancholieke donkere ogen . ' En verder ? ' ' Ze is	wil een precieze omschrijving van Laura . Boris beschrijft het bleke gezicht , de lange <span class='target'>zwarte</span> <em>haren</em> en de melancholieke donkere ogen . ' En verder ? ' ' Ze is	zwart/adj/volkskrant_20001223_149/489	"wil een precieze omschrijving van Laura . Boris beschrijft het bleke gezicht , de lange <span class=""target"">zwarte</span> haren en de melancholieke donkere ogen . ' En verder ? ' ' Ze is"
zwart/adj/volkskrant_20011110_164/606	Kleur	R0,R2,R4	5		zwart_1	R0	5.0		verderop in het gebouw . Een boomlange vrouw pelde een mandarijntje . En Rijkaard - <span class='target'>zwart</span> <em>jasje</em> met <em>biesjes</em> , <em>blauwe</em> coltrui - zat aan een tafel . Zweeg . Rookte	verderop in het gebouw . Een boomlange vrouw pelde een mandarijntje . En Rijkaard - <span class='target'>zwart</span> <em>jasje</em> met biesjes , blauwe coltrui - zat aan een tafel . Zweeg . Rookte	zwart/adj/volkskrant_20011110_164/694	"verderop in het gebouw . Een boomlange vrouw pelde een mandarijntje . En Rijkaard - <span class=""target"">zwart</span> jasje met biesjes , blauwe coltrui - zat aan een tafel . Zweeg . Rookte"
zwart/adj/volkskrant_19991213_41/253	Kleur	R0	5		zwart_1	R0	5.0		mocht ik de lift in . Op de 39ste verdieping opende een Amerikaan , in <span class='target'>zwart</span> <em>pak</em> met das en hoed , de deur . ' Hello , nice to meet	mocht ik de lift in . Op de 39ste verdieping opende een Amerikaan , in <span class='target'>zwart</span> <em>pak</em> met das en hoed , de deur . ' Hello , nice to meet	zwart/adj/volkskrant_19991213_41/289	"mocht ik de lift in . Op de 39ste verdieping opende een Amerikaan , in <span class=""target"">zwart</span> pak met das en hoed , de deur . ' Hello , nice to meet"
zwart/adj/volkskrant_19990521_0/8	Kleur	R0	5		zwart_1	R0	3.0		De vermeende drugsbaron H.R. , bijgenaamd de <span class='target'>Zwarte</span> <em>Cobra</em> , is door Spanje aan Nederland uitgeleverd . R. wordt in Nederland vervolgd wegens	De vermeende drugsbaron H.R. , bijgenaamd de <span class='target'>Zwarte</span> <em>Cobra</em> , is door Spanje aan Nederland uitgeleverd . R. wordt in Nederland vervolgd wegens	zwart/adj/volkskrant_19990521_0/10	"De vermeende drugsbaron H.R. , bijgenaamd de <span class=""target"">Zwarte</span> Cobra , is door Spanje aan Nederland uitgeleverd . R. wordt in Nederland vervolgd wegens"
zwart/adj/volkskrant_19990130_164/907	Kleur	R0	5		zwart_1	R0	5.0		als je op ze gaat zitten . In en om het huis heb je kleine <span class='target'>zwarte</span> <em>mieren</em> die gemorste suikerkorrels voor je opruimen . Niet om wat ze doen , maar	als je op ze gaat zitten . In en om het huis heb je kleine <span class='target'>zwarte</span> <em>mieren</em> die gemorste suikerkorrels voor je opruimen . Niet om wat ze doen , maar	zwart/adj/volkskrant_19990130_164/1013	"als je op ze gaat zitten . In en om het huis heb je kleine <span class=""target"">zwarte</span> mieren die gemorste suikerkorrels voor je opruimen . Niet om wat ze doen , maar"
zwart/adj/volkskrant_19991223_69/2221	Slecht/ onvriendelijk (emotie)	R0,L3,L2	5		zwart_5	R0,R3,L2	5.0		De studie mag dan niet getuigen van diepe of grootse inzichten , zij geeft wel een helder beeld van de uiterst moeizame wijze waarop de Bondsrepubliek <em>na</em> <em>1945</em> met het <span class='target'>zwarte</span> <em>verleden</em> in het reine probeerde te komen . De bundel War and Remembrance in the	De studie mag dan niet getuigen van diepe of grootse inzichten , zij geeft wel een helder beeld van de uiterst moeizame wijze waarop de Bondsrepubliek na <em>1945</em> met het <span class='target'>zwarte</span> <em>verleden</em> in het <em>reine</em> probeerde te komen . De bundel War and Remembrance in the	zwart/adj/volkskrant_19991223_69/2361	"De studie mag dan niet getuigen van diepe of grootse inzichten , zij geeft wel een helder beeld van de uiterst moeizame wijze waarop de Bondsrepubliek na 1945 met het <span class=""target"">zwarte</span> verleden in het reine probeerde te komen . De bundel War and Remembrance in the"
zwart/adj/volkskrant_20041004_09/97	Donker/duister (neutraal)	L0,R0	5		zwart_1	R0	5.0		Ook Yanicks moeder , een kleine , bescheiden vrouw , is aanwezig . Haar <em>glanzende</em> <span class='target'>zwarte</span> <em>haar</em> hangt in lange lokken over haar schouders . Hoewel ze klein van postuur is	Ook Yanicks moeder , een kleine , bescheiden vrouw , is aanwezig . Haar glanzende <span class='target'>zwarte</span> <em>haar</em> hangt in lange lokken over haar schouders . Hoewel ze klein van postuur is	zwart/adj/volkskrant_20041004_09/115	"Ook Yanicks moeder , een kleine , bescheiden vrouw , is aanwezig . Haar glanzende <span class=""target"">zwarte</span> haar hangt in lange lokken over haar schouders . Hoewel ze klein van postuur is"
zwart/adj/volkskrant_20030508_23/217	Huidskleur	R0	5		zwart_9	R0	5.0		En dat zwarte scholen vaker een slechte aantekening krijgen van de Onderwijsinspectie ? ' Op <span class='target'>zwarte</span> <em>scholen</em> komen veel problemen samen . Dat is zonder meer waar . Maar voor de	En dat zwarte scholen vaker een slechte aantekening krijgen van de Onderwijsinspectie ? ' Op <span class='target'>zwarte</span> <em>scholen</em> komen veel problemen samen . Dat is zonder meer waar . Maar voor de	zwart/adj/volkskrant_20030508_23/247	"En dat zwarte scholen vaker een slechte aantekening krijgen van de Onderwijsinspectie ? ' Op <span class=""target"">zwarte</span> scholen komen veel problemen samen . Dat is zonder meer waar . Maar voor de"
zwart/adj/volkskrant_20040310_27/153	Huidskleur	L6,L21,R0	5		zwart_9	R0,L10,R4	1.0	"Twijfel tussen ""met strafblad"" en huidskleur."	Europese <em>Angels</em> zouden zich hardmaken voor een ' strategische chapter ' op Curaçao , maar de <em>Amerikaanse</em> Angels zouden bezwaren hebben tegen ' <span class='target'>zwarte</span> <em>leden</em> ' , stellen misdaadonderzoekers . Vorig jaar nog zouden Nederlandse Angels hierover onenigheid hebben	Europese Angels zouden zich hardmaken voor een ' strategische chapter ' op <em>Curaçao</em> , maar de Amerikaanse Angels zouden bezwaren hebben tegen ' <span class='target'>zwarte</span> <em>leden</em> ' , stellen <em>misdaadonderzoekers</em> . Vorig jaar nog zouden Nederlandse Angels hierover onenigheid hebben	zwart/adj/volkskrant_20040310_27/171	"Europese Angels zouden zich hardmaken voor een ' strategische chapter ' op Curaçao , maar de Amerikaanse Angels zouden bezwaren hebben tegen ' <span class=""target"">zwarte</span> leden ' , stellen misdaadonderzoekers . Vorig jaar nog zouden Nederlandse Angels hierover onenigheid hebben"
zwart/adj/volkskrant_20040420_52/316	Huidskleur	R3,R7,L3	5		zwart_9	L3,L8,R7	3.0		' Ik hoorde een radiospotje waarin Leon zich tot de kleurlingen wendt : Onder de <em>apartheid</em> waren jullie te <span class='target'>zwart</span> , onder het <em>ANC</em> zijn jullie te <em>wit</em> . '	' Ik hoorde een radiospotje waarin Leon zich tot de <em>kleurlingen</em> wendt : Onder de <em>apartheid</em> waren jullie te <span class='target'>zwart</span> , onder het ANC zijn jullie te <em>wit</em> . '	zwart/adj/volkskrant_20040420_52/356	"' Ik hoorde een radiospotje waarin Leon zich tot de kleurlingen wendt : Onder de apartheid waren jullie te <span class=""target"">zwart</span> , onder het ANC zijn jullie te wit . '"
zwart/adj/volkskrant_20010412_116/23	Huidskleur	R0,L15	5		zwart_9	L15,R0,R6	5.0		Een dansfilm vol tegenstellingen : het <em>blanke</em> meisje Sara ( Julia Stiles ) komt vanuit een plaatsje in Illinois terecht op een <span class='target'>zwarte</span> <em>school</em> in een arme buurt van Chicago . Haar droom om balletdanseres te worden heeft	Een dansfilm vol tegenstellingen : het <em>blanke</em> meisje Sara ( Julia Stiles ) komt vanuit een plaatsje in Illinois terecht op een <span class='target'>zwarte</span> <em>school</em> in een arme buurt van <em>Chicago</em> . Haar droom om balletdanseres te worden heeft	zwart/adj/volkskrant_20010412_116/25	"Een dansfilm vol tegenstellingen : het blanke meisje Sara ( Julia Stiles ) komt vanuit een plaatsje in Illinois terecht op een <span class=""target"">zwarte</span> school in een arme buurt van Chicago . Haar droom om balletdanseres te worden heeft"
zwart/adj/volkskrant_20001030_18/241	Huidskleur	R0	5		zwart_9	L14	5.0		Dezelfde speler maakte de donkere Franse speler Patrick Vieira onlangs in de Champions League-wedstrijd tegen Arsenal uit voor ' <span class='target'>zwart</span> <em>zwijn</em> ' . De UEFA schorste Mihajlovic voor twee wedstrijden , legde de club een	Dezelfde speler maakte de <em>donkere</em> Franse speler Patrick Vieira onlangs in de Champions League-wedstrijd tegen Arsenal uit voor ' <span class='target'>zwart</span> zwijn ' . De UEFA schorste Mihajlovic voor twee wedstrijden , legde de club een	zwart/adj/volkskrant_20001030_18/265	"Dezelfde speler maakte de donkere Franse speler Patrick Vieira onlangs in de Champions League-wedstrijd tegen Arsenal uit voor ' <span class=""target"">zwart</span> zwijn ' . De UEFA schorste Mihajlovic voor twee wedstrijden , legde de club een"
zwart/adj/volkskrant_20010124_18/407	geen	R0	5	"'Zwarte lijst' = ""lijst van persona non grata (bv. gebaseerd op vorig gedrag)""	 dus	 weer categorie 'slecht"" zonder emotionele bijbetekenis."	geen	R0,L8	5.0	De lijst zelf is niet illegaal.	. Wie zich niet aan deze regels houdt , zal door de Consumentenbond op een <span class='target'>zwarte</span> <em>lijst</em> worden geplaatst . Met de Nederlandse Vereniging van Internetproviders NLIP heeft de Consumentenbond al	. Wie zich niet aan deze <em>regels</em> houdt , zal door de Consumentenbond op een <span class='target'>zwarte</span> <em>lijst</em> worden geplaatst . Met de Nederlandse Vereniging van Internetproviders NLIP heeft de Consumentenbond al	zwart/adj/volkskrant_20010124_18/455	". Wie zich niet aan deze regels houdt , zal door de Consumentenbond op een <span class=""target"">zwarte</span> lijst worden geplaatst . Met de Nederlandse Vereniging van Internetproviders NLIP heeft de Consumentenbond al"
zwart/adj/volkskrant_20030512_104/123	Kleur	R9,L11	5		zwart_7	R0	0.0	Te weinig context om duidelijk te zijn.	komen . ' <em>Schwarzman</em> moest ' loslaten ' en offerde een schijf om een snelle <span class='target'>zwarte</span> doorbraak te verijdelen . Kans op herstel kreeg de <em>Moskoviet</em> vervolgens niet meer , omdat	komen . ' Schwarzman moest ' loslaten ' en offerde een schijf om een snelle <span class='target'>zwarte</span> <em>doorbraak</em> te verijdelen . Kans op herstel kreeg de Moskoviet vervolgens niet meer , omdat	zwart/adj/volkskrant_20030512_104/135	"komen . ' Schwarzman moest ' loslaten ' en offerde een schijf om een snelle <span class=""target"">zwarte</span> doorbraak te verijdelen . Kans op herstel kreeg de Moskoviet vervolgens niet meer , omdat"
zwart/adj/volkskrant_20040630_25/99	Huidskleur	R0	5		zwart_9	R0,R9	5.0		Hij had een gesprek met president Al-Bashir , die hij maande op te treden tegen de Arabische Janjaweed-milities , die in Darfur huishouden onder <span class='target'>zwarte</span> <em>landgenoten</em> . VN-chef Annan komt vandaag eveneens aan in Sudan . Ook hij wil Al-Bashir	Hij had een gesprek met president Al-Bashir , die hij maande op te treden tegen de Arabische Janjaweed-milities , die in Darfur huishouden onder <span class='target'>zwarte</span> <em>landgenoten</em> . VN-chef Annan komt vandaag eveneens aan in <em>Sudan</em> . Ook hij wil Al-Bashir	zwart/adj/volkskrant_20040630_25/111	"Hij had een gesprek met president Al-Bashir , die hij maande op te treden tegen de Arabische Janjaweed-milities , die in Darfur huishouden onder <span class=""target"">zwarte</span> landgenoten . VN-chef Annan komt vandaag eveneens aan in Sudan . Ook hij wil Al-Bashir"
zwart/adj/volkskrant_20000208_82/73	Huidskleur	L7	5		zwart_9	L7,R1,L1	5.0		Volgens de politie hebben de skinheads , die volop gebruikmaken van <em>nazi-symbolen</em> , het vooral gemunt op homo's , <span class='target'>zwarten</span> en joden .	Volgens de politie hebben de skinheads , die volop gebruikmaken van <em>nazi-symbolen</em> , het vooral gemunt op <em>homo's</em> , <span class='target'>zwarten</span> en <em>joden</em> .	zwart/adj/volkskrant_20000208_82/83	"Volgens de politie hebben de skinheads , die volop gebruikmaken van nazi-symbolen , het vooral gemunt op homo's , <span class=""target"">zwarten</span> en joden ."
zwart/adj/volkskrant_20020110_103/897	Kleur	R0	5		zwart_1	R0	5.0		Loenen één van die foto's naar een icoontje . Vervolgens verschijnt de foto van een <span class='target'>zwarte</span> <em>kat</em> uitvergroot op de televisie-achtige monitor ( een zogenaamde plasma-tv ) , die De Ruyter eerder gebruikte voor zijn Beatles-lied .	Loenen één van die foto's naar een icoontje . Vervolgens verschijnt de foto van een <span class='target'>zwarte</span> <em>kat</em> uitvergroot op de televisie-achtige monitor ( een zogenaamde plasma-tv ) , die De Ruyter eerder gebruikte voor zijn Beatles-lied .	zwart/adj/volkskrant_20020110_103/1003	"Loenen één van die foto's naar een icoontje . Vervolgens verschijnt de foto van een <span class=""target"">zwarte</span> kat uitvergroot op de televisie-achtige monitor ( een zogenaamde plasma-tv ) , die De Ruyter eerder gebruikte voor zijn Beatles-lied ."
zwart/adj/volkskrant_20010502_127/124	Kleur	R0	5		zwart_1	L6,R0	5.0		trouwerij van zijn dochter bijwonen ? Vlaggen werden halfstok gehangen en om de lantaarnpalen hingen <span class='target'>zwarte</span> <em>linten</em> . Als we ons gebied uitwilden , werden we gecontroleerd . In de journaals	trouwerij van zijn dochter bijwonen ? Vlaggen werden <em>halfstok</em> gehangen en om de lantaarnpalen hingen <span class='target'>zwarte</span> <em>linten</em> . Als we ons gebied uitwilden , werden we gecontroleerd . In de journaals	zwart/adj/volkskrant_20010502_127/138	"trouwerij van zijn dochter bijwonen ? Vlaggen werden halfstok gehangen en om de lantaarnpalen hingen <span class=""target"">zwarte</span> linten . Als we ons gebied uitwilden , werden we gecontroleerd . In de journaals"
zwart/adj/volkskrant_19991112_96/1041	Donker/duister (neutraal)	R0,R1,R2,R3	5		zwart_1	R0	1.0		heeft een land tot leven gewekt dat de doodsteek al had gekregen . Kostov - <span class='target'>zwarte</span> <em>wallen</em> <em>onder</em> <em>de</em> <em>ogen</em> , drie uur slaap per nacht - is inderdaad anders dan zijn voorgangers .	heeft een land tot leven gewekt dat de doodsteek al had gekregen . Kostov - <span class='target'>zwarte</span> <em>wallen</em> onder de ogen , drie uur slaap per nacht - is inderdaad anders dan zijn voorgangers .	zwart/adj/volkskrant_19991112_96/1173	"heeft een land tot leven gewekt dat de doodsteek al had gekregen . Kostov - <span class=""target"">zwarte</span> wallen onder de ogen , drie uur slaap per nacht - is inderdaad anders dan zijn voorgangers ."
zwart/adj/volkskrant_20040607_69/183	Kleur	R0,R1	5		zwart_1	R1,R0	5.0		dan zeuren we nergens meer over . Het is een engerd . Deze man in <span class='target'>zwarte</span> <em>leren</em> <em>jas</em> die ' zijn jongens ' wil aanzetten tot geweld . Kees Veerman uit	dan zeuren we nergens meer over . Het is een engerd . Deze man in <span class='target'>zwarte</span> <em>leren</em> <em>jas</em> die ' zijn jongens ' wil aanzetten tot geweld . Kees Veerman uit	zwart/adj/volkskrant_20040607_69/205	"dan zeuren we nergens meer over . Het is een engerd . Deze man in <span class=""target"">zwarte</span> leren jas die ' zijn jongens ' wil aanzetten tot geweld . Kees Veerman uit"
zwart/adj/volkskrant_20040228_38/126	geen	R0,R1	5	"Zwart maken = negatief verbeelden. Zwart hier = negatief	 zonder emotioneel tintje"	geen	R1	5.0	"Geen van de mogelijkheden bevat ""iemand slecht afschilderen""."	Wil hij het politieke centrum dit jaar opnieuw bereiken , dan is het onverstandig om homo's <span class='target'>zwart</span> <em>te</em> <em>maken</em> en een nieuwe cultuuroorlog aan te wakkeren . Daarom zei hij eerder deze	Wil hij het politieke centrum dit jaar opnieuw bereiken , dan is het onverstandig om homo's <span class='target'>zwart</span> te <em>maken</em> en een nieuwe cultuuroorlog aan te wakkeren . Daarom zei hij eerder deze	zwart/adj/volkskrant_20040228_38/138	"Wil hij het politieke centrum dit jaar opnieuw bereiken , dan is het onverstandig om homo's <span class=""target"">zwart</span> te maken en een nieuwe cultuuroorlog aan te wakkeren . Daarom zei hij eerder deze"
zwart/adj/volkskrant_20041108_92/102	Huidskleur	R0	5		zwart_9	R0,R4	5.0		werkvisum wilden verlenen , ook na de Tweede Wereldoorlog . In Amerika was het als <span class='target'>zwarte</span> <em>muzikant</em> onmogelijk om met blanke musici te spelen . In Nederland trad hij onder meer	werkvisum wilden verlenen , ook na de Tweede Wereldoorlog . In Amerika was het als <span class='target'>zwarte</span> <em>muzikant</em> onmogelijk om met <em>blanke</em> musici te spelen . In Nederland trad hij onder meer	zwart/adj/volkskrant_20041108_92/114	"werkvisum wilden verlenen , ook na de Tweede Wereldoorlog . In Amerika was het als <span class=""target"">zwarte</span> muzikant onmogelijk om met blanke musici te spelen . In Nederland trad hij onder meer"
zwart/adj/volkskrant_19991125_27/375	Slecht/ onvriendelijk (emotie)	R5,R6,R12,R13	5		zwart_8	R6	5.0		Amsterdam , Lanta ren/Venster Rotterdam . Mifune's Last Song ( Sren Kragh-Jacobsen ) . Een <span class='target'>zwarte</span> , maar tegelijk lieve , <em>romantische</em> <em>komedie</em> die naar de regels van <em>Dogma</em> <em>95</em> is gemaakt .	Amsterdam , Lanta ren/Venster Rotterdam . Mifune's Last Song ( Sren Kragh-Jacobsen ) . Een <span class='target'>zwarte</span> , maar tegelijk lieve , romantische <em>komedie</em> die naar de regels van Dogma 95 is gemaakt .	zwart/adj/volkskrant_19991125_27/421	"Amsterdam , Lanta ren/Venster Rotterdam . Mifune's Last Song ( Sren Kragh-Jacobsen ) . Een <span class=""target"">zwarte</span> , maar tegelijk lieve , romantische komedie die naar de regels van Dogma 95 is gemaakt ."
zwart/adj/volkskrant_20020301_0/325	Huidskleur	R0,R5,L3	5		zwart_9	R0,R5	5.0		Masvingo opeens twee zetels . Volgend weekeinde kunnen de burgers van <em>Masvingo</em> , overwegend arme <span class='target'>zwarte</span> <em>keuterboertjes</em> , de toekomst van <em>Zimbabwe</em> veranderen door de oude president , die deze maand 78 werd , weg te stemmen .	Masvingo opeens twee zetels . Volgend weekeinde kunnen de burgers van Masvingo , overwegend arme <span class='target'>zwarte</span> <em>keuterboertjes</em> , de toekomst van <em>Zimbabwe</em> veranderen door de oude president , die deze maand 78 werd , weg te stemmen .	zwart/adj/volkskrant_20020301_0/359	"Masvingo opeens twee zetels . Volgend weekeinde kunnen de burgers van Masvingo , overwegend arme <span class=""target"">zwarte</span> keuterboertjes , de toekomst van Zimbabwe veranderen door de oude president , die deze maand 78 werd , weg te stemmen ."
zwart/adj/volkskrant_20030630_21/132	Onwettelijk/illegaal/verboden	L0,R1,R2,R3,R4	5		zwart_2	L4,L0,R4	5.0		van de NS , conducteurs met een bijzondere opsporings- en aanhoudingsbevoegdheid . De zeven <em>reden</em> <span class='target'>zwart</span> en <em>renden</em> <em>door</em> <em>de</em> <em>trein</em> . Collewijn en Veldmeijer controleren de identiteit van de jongens	van de NS , conducteurs met een bijzondere opsporings- en <em>aanhoudingsbevoegdheid</em> . De zeven <em>reden</em> <span class='target'>zwart</span> en renden door de <em>trein</em> . Collewijn en Veldmeijer controleren de identiteit van de jongens	zwart/adj/volkskrant_20030630_21/150	"van de NS , conducteurs met een bijzondere opsporings- en aanhoudingsbevoegdheid . De zeven reden <span class=""target"">zwart</span> en renden door de trein . Collewijn en Veldmeijer controleren de identiteit van de jongens"
zwart/adj/volkskrant_20040518_63/187	Huidskleur	R0	5		zwart_9	R0	5.0		ook daar de steun onder de bevolking weg . ' In Nederland neemt het aantal <span class='target'>zwarte</span> <em>scholen</em> toe . Op 580 van de zesduizend basisscholen bestaat het aantal leerlingen nu voor	ook daar de steun onder de bevolking weg . ' In Nederland neemt het aantal <span class='target'>zwarte</span> <em>scholen</em> toe . Op 580 van de zesduizend basisscholen bestaat het aantal leerlingen nu voor	zwart/adj/volkskrant_20040518_63/213	"ook daar de steun onder de bevolking weg . ' In Nederland neemt het aantal <span class=""target"">zwarte</span> scholen toe . Op 580 van de zesduizend basisscholen bestaat het aantal leerlingen nu voor"
zwart/adj/volkskrant_20000315_45/100	Kleur	R0,R1	5		zwart_1	R1,L3	5.0		Albanese afkorting van militaire politie . Op hun schouders prijkt het oranje insigne met de <span class='target'>zwarte</span> <em>tweekoppige</em> <em>adelaar</em> . Maar boven de adelaar staat niet UCK - de naam van het	Albanese afkorting van militaire politie . Op hun schouders prijkt het <em>oranje</em> insigne met de <span class='target'>zwarte</span> tweekoppige <em>adelaar</em> . Maar boven de adelaar staat niet UCK - de naam van het	zwart/adj/volkskrant_20000315_45/112	"Albanese afkorting van militaire politie . Op hun schouders prijkt het oranje insigne met de <span class=""target"">zwarte</span> tweekoppige adelaar . Maar boven de adelaar staat niet UCK - de naam van het"
zwart/adj/volkskrant_20040424_171/294	Kleur	R0,R1	5		zwart_1	R0,L0	5.0		echt zo is . Sinds kort circuleert op internet een opvallend filmpje : een blinkend <span class='target'>zwarte</span> <em>Ford</em> <em>Ka</em> staat geparkeerd in een zonnige , extreem vredige buitenwijk .	echt zo is . Sinds kort circuleert op internet een opvallend filmpje : een <em>blinkend</em> <span class='target'>zwarte</span> <em>Ford</em> Ka staat geparkeerd in een zonnige , extreem vredige buitenwijk .	zwart/adj/volkskrant_20040424_171/334	"echt zo is . Sinds kort circuleert op internet een opvallend filmpje : een blinkend <span class=""target"">zwarte</span> Ford Ka staat geparkeerd in een zonnige , extreem vredige buitenwijk ."
